"OID","Country or Area","Year","Description","Magnitude","Value"
"67691F..ZF...","MALAWI","1973","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","48700000"
"67691F..ZF...","MALAWI","1972","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","46800000"
"67691F..ZF...","MALAWI","1971","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","46600000"
"67691F..ZF...","MALAWI","1970","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","41000000"
"67691F..ZF...","MALAWI","1969","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","37900000"
"67691F..ZF...","MALAWI","1968","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","36700000"
"67691F..ZF...","MALAWI","1967","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","34500000"
"67691F..ZF...","MALAWI","1966","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","31600000"
"67691F..ZF...","MALAWI","1965","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","26800000"
"67691F..ZF...","MALAWI","1964","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","23800000"
"67691F..ZF...","MALAWI","1963","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","20600000"
"67691F..ZF...","MALAWI","1962","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","19400000"
"67691F..ZF...","MALAWI","1961","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","17400000"
"67691F..ZF...","MALAWI","1960","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","15200000"
"67691F..ZF...","MALAWI","1959","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","13800000"
"67691F..ZF...","MALAWI","1958","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","11400000"
"67691F..ZF...","MALAWI","1957","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","9600000"
"67691F..ZF...","MALAWI","1956","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","8600000"
"67691F..ZF...","MALAWI","1955","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","6200000"
"67691F..ZF...","MALAWI","1954","GOVERNMENT CONSUMPTION EXPEND.","KWACHA","5800000"
"54891F..ZF...","MALAYSIA","2009","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","96440000000"
"54891F..ZF...","MALAYSIA","2008","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","92531000000"
"54891F..ZF...","MALAYSIA","2007","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","78297000000"
"54891F..ZF...","MALAYSIA","2006","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","68609000000"
"54891F..ZF...","MALAYSIA","2005","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","64516000000"
"54891F..ZF...","MALAYSIA","2004","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","59635000000"
"54891F..ZF...","MALAYSIA","2003","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","54306000000"
"54891F..ZF...","MALAYSIA","2002","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","49656000000"
"54891F..ZF...","MALAYSIA","2001","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","42448000000"
"54891F..ZF...","MALAYSIA","2000","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","36229000000"
"54891F..ZF...","MALAYSIA","1999","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","33044000000"
"54891F..ZF...","MALAYSIA","1998","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","27670000000"
"54891F..ZF...","MALAYSIA","1997","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","30341000000"
"54891F..ZF...","MALAYSIA","1996","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","28178000000"
"54891F..ZF...","MALAYSIA","1995","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","27527000000"
"54891F..ZF...","MALAYSIA","1994","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","23973000000"
"54891F..ZF...","MALAYSIA","1993","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","21750000000"
"54891F..ZF...","MALAYSIA","1992","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","19604000000"
"54891F..ZF...","MALAYSIA","1991","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","18504000000"
"54891F..ZF...","MALAYSIA","1990","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","16426000000"
"54891F..ZF...","MALAYSIA","1989","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","14798000000"
"54891F..ZF...","MALAYSIA","1988","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","13148000000"
"54891F..ZF...","MALAYSIA","1987","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","12060000000"
"54891F..ZF...","MALAYSIA","1986","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","12127000000"
"54891F..ZF...","MALAYSIA","1985","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","11844000000"
"54891F..ZF...","MALAYSIA","1984","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","11741000000"
"54891F..ZF...","MALAYSIA","1983","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","11015000000"
"54891F..ZF...","MALAYSIA","1982","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","11469000000"
"54891F..ZF...","MALAYSIA","1981","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","10425000000"
"54891F..ZF...","MALAYSIA","1980","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","8811000000"
"54891F..ZF...","MALAYSIA","1979","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","6475000000"
"54891F..ZF...","MALAYSIA","1978","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","6090000000"
"54891F..ZF...","MALAYSIA","1977","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","5388000000"
"54891F..ZF...","MALAYSIA","1976","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","4301000000"
"54891F..ZF...","MALAYSIA","1975","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","3924000000"
"54891F..ZF...","MALAYSIA","1974","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","3516000000"
"54891F..ZF...","MALAYSIA","1973","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","2934000000"
"54891F..ZF...","MALAYSIA","1972","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","2738000000"
"54891F..ZF...","MALAYSIA","1971","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","2170000000"
"54891F..ZF...","MALAYSIA","1970","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","2162000000"
"54891F..ZF...","MALAYSIA","1969","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","1826000000"
"54891F..ZF...","MALAYSIA","1968","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","1744000000"
"54891F..ZF...","MALAYSIA","1967","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","1704000000"
"54891F..ZF...","MALAYSIA","1966","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","1740000000"
"54891F..ZF...","MALAYSIA","1965","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","1535000000"
"54891F..ZF...","MALAYSIA","1964","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","1378000000"
"54891F..ZF...","MALAYSIA","1963","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","1190000000"
"54891F..ZF...","MALAYSIA","1962","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","855000000"
"54891F..ZF...","MALAYSIA","1961","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","794000000"
"54891F..ZF...","MALAYSIA","1960","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","727000000"
"54891F..ZF...","MALAYSIA","1959","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","774000000"
"54891F..ZF...","MALAYSIA","1958","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","768000000"
"54891F..ZF...","MALAYSIA","1957","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","738000000"
"54891F..ZF...","MALAYSIA","1956","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","705000000"
"54891F..ZF...","MALAYSIA","1955","GOVERNMENT CONSUMPTION EXPEND.","RINGGIT","647000000"
"67891F..ZF...","MALI","2007","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","685295000000"
"67891F..ZF...","MALI","2006","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","605230000000"
"67891F..ZF...","MALI","2005","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","553459000000"
"67891F..ZF...","MALI","2004","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","490394000000"
"67891F..ZF...","MALI","2003","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","472566000000"
"67891F..ZF...","MALI","2002","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","445302000000"
"67891F..ZF...","MALI","2001","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","346300000000"
"67891F..ZF...","MALI","2000","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","310800000000"
"67891F..ZF...","MALI","1999","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","308500000000"
"67891F..ZF...","MALI","1998","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","322900000000"
"67891F..ZF...","MALI","1997","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","290600000000"
"67891F..ZF...","MALI","1996","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","271900000000"
"67891F..ZF...","MALI","1995","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","262000000000"
"67891F..ZF...","MALI","1994","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","187900000000"
"67891F..ZF...","MALI","1993","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","123400000000"
"67891F..ZF...","MALI","1992","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","130200000000"
"67891F..ZF...","MALI","1991","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","118100000000"
"67891F..ZF...","MALI","1990","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","95600000000"
"67891F..ZF...","MALI","1989","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","98500000000"
"67891F..ZF...","MALI","1988","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","91200000000"
"67891F..ZF...","MALI","1987","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","88200000000"
"67891F..ZF...","MALI","1986","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","86900000000"
"67891F..ZF...","MALI","1985","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","78600000000"
"67891F..ZF...","MALI","1984","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","69100000000"
"67891F..ZF...","MALI","1983","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","69000000000"
"67891F..ZF...","MALI","1982","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","39600000000"
"67891F..ZF...","MALI","1981","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","36600000000"
"67891F..ZF...","MALI","1980","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","12600000000"
"67891F..ZF...","MALI","1979","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","11300000000"
"67891F..ZF...","MALI","1978","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","9400000000"
"67891F..ZF...","MALI","1977","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","8300000000"
"67891F..ZF...","MALI","1976","GOVERNMENT CONSUMPTION EXPEND.","CFA FRANCS","6500000000"
"18191F..ZW...","MALTA","2009","GOVERNMENT CONSUMPTION EXP.","MALTESE LIRI","1232570000"
"18191F..ZW...","MALTA","2008","GOVERNMENT CONSUMPTION EXP.","MALTESE LIRI","1163500000"
"18191F..ZF...","MALTA","2007","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","447900000"
"18191F..ZF...","MALTA","2006","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","437360000"
"18191F..ZF...","MALTA","2005","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","405660000"
"18191F..ZF...","MALTA","2004","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","400910000"
"18191F..ZF...","MALTA","2003","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","387192000"
"18191F..ZF...","MALTA","2002","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","366516000"
"18191F..ZF...","MALTA","2001","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","347985000"
"18191F..ZF...","MALTA","2000","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","316192000"
"18191F..ZF...","MALTA","1999","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","293713000"
"18191F..ZF...","MALTA","1998","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","286742000"
"18191F..ZF...","MALTA","1997","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","271522000"
"18191F..ZF...","MALTA","1996","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","264498000"
"18191F..ZF...","MALTA","1995","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","236177000"
"18191F..ZF...","MALTA","1994","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","209520000"
"18191F..ZF...","MALTA","1993","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","188860000"
"18191F..ZF...","MALTA","1992","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","164340000"
"18191F..ZF...","MALTA","1991","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","147060000"
"18191F..ZF...","MALTA","1990","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","129200000"
"18191F..ZF...","MALTA","1989","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","119600000"
"18191F..ZF...","MALTA","1988","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","105200000"
"18191F..ZF...","MALTA","1987","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","98200000"
"18191F..ZF...","MALTA","1986","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","89500000"
"18191F..ZF...","MALTA","1985","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","84300000"
"18191F..ZF...","MALTA","1984","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","80300000"
"18191F..ZF...","MALTA","1983","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","82300000"
"18191F..ZF...","MALTA","1982","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","85200000"
"18191F..ZF...","MALTA","1981","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","75400000"
"18191F..ZF...","MALTA","1980","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","63400000"
"18191F..ZF...","MALTA","1979","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","53700000"
"18191F..ZF...","MALTA","1978","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","46100000"
"18191F..ZF...","MALTA","1977","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","39700000"
"18191F..ZF...","MALTA","1976","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","35900000"
"18191F..ZF...","MALTA","1975","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","30500000"
"18191F..ZF...","MALTA","1974","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","26900000"
"18191F..ZF...","MALTA","1973","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","22800000"
"18191F..ZF...","MALTA","1972","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","19800000"
"18191F..ZF...","MALTA","1971","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","19500000"
"18191F..ZF...","MALTA","1970","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","18300000"
"18191F..ZF...","MALTA","1969","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","13700000"
"18191F..ZF...","MALTA","1968","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","12200000"
"18191F..ZF...","MALTA","1967","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","11200000"
"18191F..ZF...","MALTA","1966","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","9700000"
"18191F..ZF...","MALTA","1965","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","9100000"
"18191F..ZF...","MALTA","1964","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","8600000"
"18191F..ZF...","MALTA","1963","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","8400000"
"18191F..ZF...","MALTA","1962","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","8300000"
"18191F..ZF...","MALTA","1961","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","8300000"
"18191F..ZF...","MALTA","1960","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","8300000"
"18191F..ZF...","MALTA","1959","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","6300000"
"18191F..ZF...","MALTA","1958","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","6500000"
"18191F..ZF...","MALTA","1957","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","6400000"
"18191F..ZF...","MALTA","1956","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","5800000"
"18191F..ZF...","MALTA","1955","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","5200000"
"18191F..ZF...","MALTA","1954","GOVERNMENT CONSUMPTION EXPEND.","MALTESE LIRI","4500000"
"68291F..ZF...","MAURITANIA","2004","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","108383000000"
"68291F..ZF...","MAURITANIA","2003","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","101126000000"
"68291F..ZF...","MAURITANIA","2002","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","69976400000"
"68291F..ZF...","MAURITANIA","2001","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","75484000000"
"68291F..ZF...","MAURITANIA","2000","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","70986000000"
"68291F..ZF...","MAURITANIA","1999","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","60494000000"
"68291F..ZF...","MAURITANIA","1998","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","49847000000"
"68291F..ZF...","MAURITANIA","1997","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","49397500000"
"68291F..ZF...","MAURITANIA","1996","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","45366800000"
"68291F..ZF...","MAURITANIA","1995","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","42775900000"
"68291F..ZF...","MAURITANIA","1994","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","35470200000"
"68291F..ZF...","MAURITANIA","1993","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","34544300000"
"68291F..ZF...","MAURITANIA","1992","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","27159900000"
"68291F..ZF...","MAURITANIA","1991","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","15473000000"
"68291F..ZF...","MAURITANIA","1984","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","10189000000"
"68291F..ZF...","MAURITANIA","1983","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","10127000000"
"68291F..ZF...","MAURITANIA","1982","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","9885000000"
"68291F..ZF...","MAURITANIA","1981","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","9224000000"
"68291F..ZF...","MAURITANIA","1980","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","8888000000"
"68291F..ZF...","MAURITANIA","1979","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","9523000000"
"68291F..ZF...","MAURITANIA","1978","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","9370000000"
"68291F..ZF...","MAURITANIA","1977","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","8784000000"
"68291F..ZF...","MAURITANIA","1976","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","7704000000"
"68291F..ZF...","MAURITANIA","1975","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","5060000000"
"68291F..ZF...","MAURITANIA","1974","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","3301000000"
"68291F..ZF...","MAURITANIA","1973","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","2900000000"
"68291F..ZF...","MAURITANIA","1972","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","2349000000"
"68291F..ZF...","MAURITANIA","1971","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","1810000000"
"68291F..ZF...","MAURITANIA","1970","GOVERNMENT CONSUMPTION EXPEND.","OUGUIYAS","1620000000"
"68491F..ZF...","MAURITIUS","2009","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","40009000000"
"68491F..ZF...","MAURITIUS","2008","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","34920000000"
"68491F..ZF...","MAURITIUS","2007","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","30743000000"
"68491F..ZF...","MAURITIUS","2006","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","29355000000"
"68491F..ZF...","MAURITIUS","2005","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","27368000000"
"68491F..ZF...","MAURITIUS","2004","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","25043000000"
"68491F..ZF...","MAURITIUS","2003","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","22271800000"
"68491F..ZF...","MAURITIUS","2002","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","19855000000"
"68491F..ZF...","MAURITIUS","2001","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","18196100000"
"68491F..ZF...","MAURITIUS","2000","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","16985900000"
"68491F..ZF...","MAURITIUS","1999","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","15485200000"
"68491F..ZF...","MAURITIUS","1998","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","13753300000"
"68491F..ZF...","MAURITIUS","1997","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","12415200000"
"68491F..ZF...","MAURITIUS","1996","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","11387000000"
"68491F..ZF...","MAURITIUS","1995","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","9957340000"
"68491F..ZF...","MAURITIUS","1994","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","9337000000"
"68491F..ZF...","MAURITIUS","1993","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","8073000000"
"68491F..ZF...","MAURITIUS","1992","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","6680000000"
"68491F..ZF...","MAURITIUS","1991","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","6089000000"
"68491F..ZF...","MAURITIUS","1990","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","5347000000"
"68491F..ZF...","MAURITIUS","1989","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","4078000000"
"68491F..ZF...","MAURITIUS","1988","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","3644000000"
"68491F..ZF...","MAURITIUS","1987","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","2835000000"
"68491F..ZF...","MAURITIUS","1986","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","2068000000"
"68491F..ZF...","MAURITIUS","1985","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","1915000000"
"68491F..ZF...","MAURITIUS","1984","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","1835000000"
"68491F..ZF...","MAURITIUS","1983","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","1706000000"
"68491F..ZF...","MAURITIUS","1982","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","1624000000"
"68491F..ZF...","MAURITIUS","1981","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","1422000000"
"68491F..ZF...","MAURITIUS","1980","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","1224000000"
"68491F..ZF...","MAURITIUS","1979","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","1009000000"
"68491F..ZF...","MAURITIUS","1978","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","933000000"
"68491F..ZF...","MAURITIUS","1977","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","798000000"
"68491F..ZF...","MAURITIUS","1976","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","636000000"
"68491F..ZF...","MAURITIUS","1975","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","443000000"
"68491F..ZF...","MAURITIUS","1974","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","360000000"
"68491F..ZF...","MAURITIUS","1973","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","235000000"
"68491F..ZF...","MAURITIUS","1972","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","219000000"
"68491F..ZF...","MAURITIUS","1971","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","182000000"
"68491F..ZF...","MAURITIUS","1970","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","166000000"
"68491F..ZF...","MAURITIUS","1969","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","156000000"
"68491F..ZF...","MAURITIUS","1968","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","154000000"
"68491F..ZF...","MAURITIUS","1967","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","163000000"
"68491F..ZF...","MAURITIUS","1966","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","152000000"
"68491F..ZF...","MAURITIUS","1965","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","138000000"
"68491F..ZF...","MAURITIUS","1964","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","126000000"
"68491F..ZF...","MAURITIUS","1963","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","115000000"
"68491F..ZF...","MAURITIUS","1962","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","108000000"
"68491F..ZF...","MAURITIUS","1961","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","101000000"
"68491F..ZF...","MAURITIUS","1960","GOVERNMENT CONSUMPTION EXPEND.","MAURITIAN RUPEES","96000000"
